County,Jurisdiction,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Diversity_Index,Voter_Registration_Rate,Rep_Dem_Ratio,Major_Minor_Crime_Ratio,Percent_Violent,TotCrime/1000People,Crime_Index,HH_Income_Ratio,Fam_Income_Ratio,gMean_Income_Index,PerCapitaIncome_Index,Travel_Time_Index,gMedian_Income_Index,MF_MedianEarnings_Index,Solar_ResUnits/Person,Solar_ResUnits/HH
Los Angeles,Bell,3.5,2.8,16.6,8.4,0.5546038013268445,0.31538743411224174,0.19219569015725102,0.19439252336448598,16.275430359937403,36.023339064746175,0.1879151750899644,2.4656981436642456,2.502028397565923,0.3900266159738588,0.3229493761297388,0.6783017704885176,0.5262234364048305,0.5009265852767135,0.00022549821010795727,0.0010586211459573905
Los Angeles,Bell Gardens,4.3,3.1,26.5,18.4,0.5544266538829603,0.30780566647651647,0.175759102935618,0.07853403141361257,7.281553398058253,39.1709450465868,0.13658393286035775,1.6893894487255483,1.550420168067227,0.40331166024203946,0.31318100095642504,0.6639526724259661,0.5361614898019601,0.48064288679963757,0.00016638144133865755,0.0008166122258516099
Los Angeles,Bellflower,4.0,2.6,21.5,11.5,0.7290996959853293,0.4462122794194424,0.42708751793400285,0.07386814932486101,6.878698224852071,52.939333820611886,0.07460873550804556,0.8309998585772875,0.6201683559525855,0.45370923722967166,0.45963532027386306,0.6803231205899072,0.616360508187757,0.5911239752843722,0.0013052103999164665,0.005627778715740897
San Mateo,Belmont,5.3,2.7,20.2,11.4,0.5276866646647607,0.5792529514224889,0.41593040641565854,0.030857142857142857,2.9933481152993346,34.91387652409522,0.20662424897556858,0.15261890427453342,0.06734409244869496,0.5372524531687864,0.7133630195127928,0.6096155425757467,0.785442731656186,0.7676471110996981,0.004683568802012773,0.01766165523281273
Solano,Benicia,10.5,9.8,23.3,22.3,0.4615857156813017,0.6638515390598956,0.5300765155974102,0.03875968992248062,3.7313432835820897,29.781086787420826,0.2017913543738138,0.1840169962412159,0.10040816326530612,0.5106356135201611,0.6523848467076775,0.6982067376323461,0.7465881032855193,0.730226867804305,0.004852391006408119,0.017657366221862786
Alameda,Berkeley,6.5,2.9,11.2,5.2,0.6206558445511643,0.6886303073370048,0.06602209392916358,0.052181987000928506,4.959406989057536,100.65731035707941,0.04899837630464546,0.5837454418302612,0.15917328603377806,0.5208304525377022,0.6436507094998006,0.6385016987039589,0.7017352297363935,0.7030099631752399,0.0070261147628353175,0.042092379736057894
San Bernardino,Big Bear Lake,26.2,15.2,30.7,20.5,0.28757745869541107,0.5475194261805141,2.23943661971831,0.12993039443155452,11.498973305954825,97.03128113169954,1.2375969263410949,1.723446893787575,1.2807570977917981,,0.512249474126683,0.331872552812638,0.5447809672708024,0.5668561187811737,0.00019924287706714485,0.000757002271006813
Humboldt,Blue Lake,19.1,2.6,421.3,16.7,0.2332050325826156,0.6328810853950518,0.4879518072289157,,,0.0,,0.6153846153846154,0.4861111111111111,,0.5246153726193415,0.36744204698969457,0.6274778716111916,0.5885862056086429,0.004788507581803671,0.01935483870967742
Riverside,Blythe,4.3,2.8,29.4,15.2,0.5839071424733695,0.2108853341019359,0.8982376350198976,0.04606661941885188,4.403794037940379,70.90358841331604,0.26622498054735083,0.948486799742434,0.7007069913589945,0.44791890080574825,0.4016288459843336,0.2900647652140168,0.594226048237713,0.6329047154067586,0.008262477782581544,0.05385097056981841
Los Angeles,Bradbury,,,,,0.5874439135248529,0.5916030534351145,2.006622516556291,0.03125,3.0303030303030303,31.48854961832061,5.060143418922044,0.13679245283018868,0.1111111111111111,0.40367073349108323,0.7533920301844202,0.7249793894799234,0.7958618483798404,0.7671389255272556,0.01431297709923664,0.054945054945054944
